Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.58     0.00    66042     0.00     0.00  Kokkos::Impl::SharedAllocationRecord<void, void>::tracking_disable()
  0.00      0.58     0.00    66042     0.00     0.00  Kokkos::Impl::shared_allocation_tracking_enable()
  0.00      0.58     0.00    66042     0.00     0.00  Kokkos::Impl::shared_allocation_tracking_disable()
  0.00      0.58     0.00    64192     0.00     0.00  Kokkos::Impl::FunctorTeamShmemSize<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, false, false>::value(Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> const&, int)
  0.00      0.58     0.00    64192     0.00     0.00  Kokkos::Impl::cuda_get_opt_block_size<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::LaunchBounds<0u, 0u> >(Kokkos::Impl::CudaInternal const*, cudaFuncAttributes const&, Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::CudaSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> const&, unsigned long, unsigned long, unsigned long)::{lambda(int)#1}::operator()(int) const
  0.00      0.58     0.00    64064     0.00     0.00  Kokkos::Impl::FunctorTeamShmemSize<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, false, false>::value(Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> const&, int)
  0.00      0.58     0.00    64064     0.00     0.00  Kokkos::Impl::cuda_get_opt_block_size<Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int>, Kokkos::LaunchBounds<0u, 0u> >(Kokkos::Impl::CudaInternal const*, cudaFuncAttributes const&, Kokkos::Impl::ViewFill<Kokkos::View<unsigned int*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::Cuda, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::Cuda, 1, int> const&, unsigned long, unsigned long, unsigned long)::{lambda(int)#1}::operator()(int) const
  0.00      0.58     0.00    64032     0.00     0.00  Kokkos::Impl::FunctorTeamShmemSize<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel>, false, false>::value(__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel> const&, int)
  0.00      0.58     0.00    64032     0.00     0.00  Kokkos::Impl::cuda_get_opt_block_size<__nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel>, Kokkos::LaunchBounds<0u, 0u> >(Kokkos::Impl::CudaInternal const*, cudaFuncAttributes const&, __nv_hdl_wrapper_t<false, false, __nv_dl_tag<void (NeighborsBase::*)(), &NeighborsBase::updateNeighborList, 1u>, void (unsigned int const&), NeighborsBase const, ParticleManagerBase, Kernel> const&, unsigned long, unsigned long, unsigned long)::{lambda(int)#1}::operator()(int) const
  0.00      0.58     0.00    62052     0.00     0.00  int const& std::max<int>(int const&, int const&)
  0.00      0.58     0.00    62051     0.00     0.00  Kokkos::Impl::HostThreadTeamData::get_work_partition()
  0.00      0.58     0.00    62051     0.00     0.00  Kokkos::Impl::HostThreadTeamData::set_work_partition(long, int)
  0.00      0.58     0.00    62051     0.00     0.00  Kokkos::OpenMP::impl_thread_pool_size()
  0.00      0.58     0.00    62051     0.00     0.00  Kokkos::Impl::OpenMPExec::get_thread_data() const
  0.00      0.58     0.00    62051     0.00     0.00  std::pair<long, long>::pair<long&, long&, true>(long&, long&)
  0.00      0.58     0.00    62051     0.00     0.00  std::pair<long, long>::operator=(std::pair<long, long>&&)
  0.00      0.58     0.00    60030     0.00     0.00  Kokkos::Impl::ViewTracker<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > >::~ViewTracker()
  0.00      0.58     0.00    60030     0.00     0.00  Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >::~View()
  0.00      0.58     0.00    60030     0.00     0.00  Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<double*, Kokkos::HostSpace>, void>::data() const
  0.00      0.58     0.00    60030     0.00     0.00  Kokkos::View<double*, Kokkos::HostSpace>::data() const
  0.00      0.58     0.00    56028     0.00     0.00  Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<vec3<double>*, Kokkos::HostSpace>, void>::data() const
  0.00      0.58     0.00    56028     0.00     0.00  Kokkos::View<vec3<double>*, Kokkos::HostSpace>::data() const
  0.00      0.58     0.00    54027     0.00     0.00  Kokkos::Impl::ViewTracker<Kokkos::View<vec3<double>*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > >::~ViewTracker()
  0.00      0.58     0.00    54027     0.00     0.00  Kokkos::View<vec3<double>*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >::~View()
  0.00      0.58     0.00    52068     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::span() const
  0.00      0.58     0.00    48026     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::span_is_contiguous() const
  0.00      0.58     0.00    46079     0.00     0.00  unsigned long Kokkos::Impl::count_valid_integers<unsigned long>(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)
  0.00      0.58     0.00    46079     0.00     0.00  Kokkos::Impl::runtime_check_rank_host(unsigned long, bool, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension<0ul>::ViewDimension(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension0<0ul, 1u>::ViewDimension0(unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension1<18446744073709551615ul, 1u>::ViewDimension1(unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension2<18446744073709551615ul, 1u>::ViewDimension2(unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension3<18446744073709551615ul, 1u>::ViewDimension3(unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension4<18446744073709551615ul, 1u>::ViewDimension4(unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension5<18446744073709551615ul, 1u>::ViewDimension5(unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension6<18446744073709551615ul, 1u>::ViewDimension6(unsigned long)
  0.00      0.58     0.00    46071     0.00     0.00  Kokkos::Impl::ViewDimension7<18446744073709551615ul, 1u>::ViewDimension7(unsigned long)
  0.00      0.58     0.00    46065     0.00     0.00  Kokkos::LayoutRight::LayoutRight(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)
  0.00      0.58     0.00    44024     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP>::set_auto_chunk_size()
  0.00      0.58     0.00    42059     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::ViewOffset<0u>(std::integral_constant<unsigned int, 0u> const&, Kokkos::LayoutRight const&)
  0.00      0.58     0.00    40021     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > Kokkos::Impl::SharedAllocationTracker::get_label<Kokkos::AnonymousSpace>() const
  0.00      0.58     0.00    40020     0.00     0.00  Kokkos::Impl::ViewTracker<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > >::ViewTracker(Kokkos::Impl::ViewTracker<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > > const&)
  0.00      0.58     0.00    40020     0.00     0.00  Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::OpenMP, 1, int>::~ViewFill()
  0.00      0.58     0.00    40020     0.00     0.00  Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >::View(Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > const&)
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_0() const
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_1() const
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_2() const
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_3() const
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_4() const
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_5() const
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_6() const
  0.00      0.58     0.00    38030     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutRight, void>::dimension_7() const
  0.00      0.58     0.00    38019     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<int> >::RangePolicy(Kokkos::OpenMP const&, int, int)
  0.00      0.58     0.00    38019     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<int> >::chunk_size() const
  0.00      0.58     0.00    38019     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<int> >::end() const
  0.00      0.58     0.00    36111     0.00     0.00  std::enable_if<std::is_integral<int>::value, int>::type desul::atomic_fetch_sub<int>(int*, int, desul::MemoryOrderRelaxed, desul::MemoryScopeDevice)
  0.00      0.58     0.00    36111     0.00     0.00  void desul::atomic_thread_fence<desul::MemoryOrderSeqCst, desul::MemoryScopeDevice>(desul::MemoryOrderSeqCst, desul::MemoryScopeDevice)
  0.00      0.58     0.00    36111     0.00     0.00  Kokkos::memory_fence()
  0.00      0.58     0.00    36111     0.00     0.00  int Kokkos::atomic_fetch_sub<int>(int*, desul::Impl::dont_deduce_this_parameter<int const>::type)
  0.00      0.58     0.00    36111     0.00     0.00  Kokkos::Impl::HostSharedPtr<Kokkos::Impl::CudaInternal>::cleanup()
  0.00      0.58     0.00    36103     0.00     0.00  Kokkos::Cuda::~Cuda()
  0.00      0.58     0.00    36103     0.00     0.00  Kokkos::Impl::HostSharedPtr<Kokkos::Impl::CudaInternal>::~HostSharedPtr()
  0.00      0.58     0.00    36018     0.00     0.00  Kokkos::Impl::ViewTracker<Kokkos::View<vec3<double>*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > >::ViewTracker(Kokkos::Impl::ViewTracker<Kokkos::View<vec3<double>*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > > const&)
  0.00      0.58     0.00    36018     0.00     0.00  Kokkos::Impl::ViewFill<Kokkos::View<vec3<double>*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::OpenMP, 1, int>::~ViewFill()
  0.00      0.58     0.00    36018     0.00     0.00  Kokkos::View<vec3<double>*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >::View(Kokkos::View<vec3<double>*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> > const&)
  0.00      0.58     0.00    32016     0.00     0.00  unsigned long Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<vec3<double>*, Kokkos::HostSpace>, void>::extent<int>(int const&) const
  0.00      0.58     0.00    32016     0.00     0.00  unsigned long Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<double*, Kokkos::HostSpace>, void>::extent<int>(int const&) const
  0.00      0.58     0.00    32016     0.00     0.00  std::enable_if<std::is_integral<int>::value, unsigned long>::type Kokkos::View<vec3<double>*, Kokkos::HostSpace>::extent<int>(int const&) const
  0.00      0.58     0.00    32016     0.00     0.00  std::enable_if<std::is_integral<int>::value, unsigned long>::type Kokkos::View<double*, Kokkos::HostSpace>::extent<int>(int const&) const
  0.00      0.58     0.00    28017     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP>::end() const
  0.00      0.58     0.00    26036     0.00     0.00  Kokkos::Impl::is_integral_power_of_two(unsigned long)
  0.00      0.58     0.00    26013     0.00     0.00  Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<double*, Kokkos::HostSpace>, void>::span() const
  0.00      0.58     0.00    26013     0.00     0.00  Kokkos::View<double*, Kokkos::HostSpace>::span() const
  0.00      0.58     0.00    24069     0.00     0.00  void desul::atomic_add<int, desul::MemoryOrderRelaxed, desul::MemoryScopeDevice>(int*, int, desul::MemoryOrderRelaxed, desul::MemoryScopeDevice)
  0.00      0.58     0.00    24069     0.00     0.00  std::enable_if<std::is_integral<int>::value, int>::type desul::atomic_fetch_add<int>(int*, int, desul::MemoryOrderRelaxed, desul::MemoryScopeDevice)
  0.00      0.58     0.00    24069     0.00     0.00  void Kokkos::atomic_add<int>(int*, desul::Impl::dont_deduce_this_parameter<int const>::type)
  0.00      0.58     0.00    24061     0.00     0.00  Kokkos::Cuda::Cuda(Kokkos::Cuda const&)
  0.00      0.58     0.00    24061     0.00     0.00  Kokkos::Impl::HostSharedPtr<Kokkos::Impl::CudaInternal>::HostSharedPtr(Kokkos::Impl::HostSharedPtr<Kokkos::Impl::CudaInternal> const&)
  0.00      0.58     0.00    24028     0.00     0.00  Kokkos::Impl::ViewCtorProp<double*>::ViewCtorProp(double*)
  0.00      0.58     0.00    24012     0.00     0.00  Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<vec3<double>*, Kokkos::HostSpace>, void>::span() const
  0.00      0.58     0.00    24012     0.00     0.00  Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<double*, Kokkos::HostSpace>, void>::span_is_contiguous() const
  0.00      0.58     0.00    24012     0.00     0.00  Kokkos::View<vec3<double>*, Kokkos::HostSpace>::span() const
  0.00      0.58     0.00    24012     0.00     0.00  Kokkos::View<double*, Kokkos::HostSpace>::span_is_contiguous() const
  0.00      0.58     0.00    22016     0.00     0.00  Kokkos::Impl::ViewOffset<Kokkos::Impl::ViewDimension<0ul>, Kokkos::LayoutLeft, void>::span() const
  0.00      0.58     0.00    22012     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP>::RangePolicy(Kokkos::OpenMP const&, unsigned long, unsigned long)
  0.00      0.58     0.00    22012     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP>::RangePolicy(unsigned long, unsigned long)
  0.00      0.58     0.00    22012     0.00     0.00  Kokkos::RangePolicy<Kokkos::OpenMP>::chunk_size() const
  0.00      0.58     0.00    22011     0.00     0.00  Kokkos::Impl::ViewMapping<Kokkos::ViewTraits<vec3<double>*, Kokkos::HostSpace>, void>::span_is_contiguous() const
  0.00      0.58     0.00    22011     0.00     0.00  Kokkos::View<vec3<double>*, Kokkos::HostSpace>::span_is_contiguous() const
  0.00      0.58     0.00    20011     0.00     0.00  ParticleManagerBase::~ParticleManagerBase()
  0.00      0.58     0.00    20011     0.00     0.00  Kokkos::Impl::ViewTracker<Kokkos::View<Particle*, Kokkos::CudaSpace> >::~ViewTracker()
  0.00      0.58     0.00    20011     0.00     0.00  Kokkos::Impl::ViewTracker<Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> > >::~ViewTracker()
  0.00      0.58     0.00    20011     0.00     0.00  Kokkos::Impl::ViewTracker<Kokkos::View<double, Kokkos::CudaSpace> >::~ViewTracker()
  0.00      0.58     0.00    20011     0.00     0.00  Kokkos::View<Particle*, Kokkos::CudaSpace>::~View()
  0.00      0.58     0.00    20011     0.00     0.00  Kokkos::View<Particle*, Kokkos::HostSpace, Kokkos::MemoryTraits<2u> >::~View()
  0.00      0.58     0.00    20011     0.00     0.00  Kokkos::View<double, Kokkos::CudaSpace>::~View()
  0.00      0.58     0.00    20010     0.00     0.00  ParticleManagerBase::ParticleManagerBase(ParticleManagerBase const&)
  0.00      0.58     0.00    20010     0.00     0.00  Kernel::Kernel(Kernel const&)
  0.00      0.58     0.00    20010     0.00     0.00  Kernel::~Kernel()
  0.00      0.58     0.00    20010     0.00     0.00  void Kokkos::parallel_for<Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<int> >, Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::OpenMP, 1, int> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Kokkos::RangePolicy<Kokkos::OpenMP, Kokkos::IndexType<int> > const&, Kokkos::Impl::ViewFill<Kokkos::View<double*, Kokkos::LayoutRight, Kokkos::Device<Kokkos::OpenMP, Kokkos::AnonymousSpace>, Kokkos::MemoryTraits<0u> >, Kokkos::LayoutRight, Kokkos::OpenMP, 1, int> const&)
